k0_base,beta_loss_factor,Q_individual,seed,curve_sep_botanical_vs_random,curve_sep_botanical_vs_fractal,curve_sep_botanical_vs_voronoi,finding_holds
0.006,0.2,2.0,70,-0.3635,0.4136,0.184,False
0.006,0.2,2.0,71,-0.3025,0.4594,0.132,False
0.006,0.2,3.0,42,0.3834,0.5712,0.2714,False
0.006,0.2,3.0,43,0.0566,0.6567,0.279,False
0.006,0.2,3.0,44,1.7951,2.5611,1.6458,False
0.006,0.2,3.0,45,0.4759,0.9093,-0.1453,False
0.006,0.2,3.0,46,0.3458,1.2507,0.3449,False
0.006,0.2,3.0,47,0.4817,1.2694,0.2973,False
0.006,0.2,3.0,48,0.3532,0.5771,-0.2604,False
0.006,0.2,3.0,49,0.3805,1.3611,0.87,False
0.006,0.2,3.0,50,0.6377,1.0096,-0.1241,False
0.006,0.2,3.0,51,0.4209,1.5568,0.24,False
0.006,0.2,3.0,52,0.3751,2.4433,2.4959,False
0.006,0.2,3.0,53,-0.4756,0.4685,-0.2207,True
0.006,0.2,3.0,54,0.2006,0.5936,0.2194,False
0.006,0.2,3.0,55,0.6286,1.1093,-0.0639,False
0.006,0.2,3.0,56,0.793,1.2481,-0.01,False
0.006,0.2,3.0,57,1.433,2.2735,0.4999,False
0.006,0.2,3.0,58,0.0187,1.0776,1.1254,False
0.006,0.2,3.0,59,0.266,1.1261,0.6558,False
0.006,0.2,3.0,60,0.993,0.6258,-0.2419,False
0.006,0.2,3.0,61,-0.4066,0.0863,-0.3426,True
0.006,0.2,3.0,62,0.5572,1.1222,-0.1144,False
0.006,0.2,3.0,63,0.4841,1.7127,0.1872,False
0.006,0.2,3.0,64,-0.527,0.1653,-0.3928,True
0.006,0.2,3.0,65,0.2986,0.7446,0.278,False
0.006,0.2,3.0,66,1.5371,1.5409,0.6254,False
0.006,0.2,3.0,67,-0.6941,0.0754,-0.4566,True
0.006,0.2,3.0,68,0.202,0.6093,0.4464,False
0.006,0.2,3.0,69,0.8516,1.2815,0.145,False
0.006,0.2,3.0,70,-0.3619,0.4054,0.1709,False
0.006,0.2,3.0,71,-0.2993,0.456,0.1241,False
0.006,0.25,0.5,42,0.4028,0.5856,0.3139,False
0.006,0.25,0.5,43,0.0649,0.689,0.3142,False
0.006,0.25,0.5,44,1.8892,2.6683,1.7789,False
0.006,0.25,0.5,45,0.4696,0.9177,-0.1546,False
0.006,0.25,0.5,46,0.3646,1.3313,0.394,False
0.006,0.25,0.5,47,0.5055,1.3256,0.3154,False
0.006,0.25,0.5,48,0.3773,0.6041,-0.2594,False
0.006,0.25,0.5,49,0.4064,1.444,0.942,False
0.006,0.25,0.5,50,0.6726,1.05,-0.1188,False
0.006,0.25,0.5,51,0.4276,1.6004,0.254,False
0.006,0.25,0.5,52,0.3868,2.5666,2.701,False
0.006,0.25,0.5,53,-0.4814,0.4934,-0.2167,True
0.006,0.25,0.5,54,0.2164,0.6172,0.2456,False
0.006,0.25,0.5,55,0.6612,1.1639,-0.058,False
0.006,0.25,0.5,56,0.8192,1.3032,-0.0064,False
0.006,0.25,0.5,57,1.4818,2.3509,0.52,False
0.006,0.25,0.5,58,0.0218,1.123,1.2171,False
0.006,0.25,0.5,59,0.2736,1.1689,0.6988,False
0.006,0.25,0.5,60,1.0823,0.6652,-0.234,False
0.006,0.25,0.5,61,-0.4161,0.0843,-0.3485,True
0.006,0.25,0.5,62,0.5831,1.1841,-0.1074,False
0.006,0.25,0.5,63,0.4999,1.7932,0.2012,False
0.006,0.25,0.5,64,-0.5389,0.1675,-0.4009,True
0.006,0.25,0.5,65,0.3239,0.7935,0.3124,False
0.006,0.25,0.5,66,1.6026,1.5906,0.6458,False
0.006,0.25,0.5,67,-0.6974,0.0933,-0.4541,True
0.006,0.25,0.5,68,0.2133,0.6353,0.4884,False
0.006,0.25,0.5,69,0.8858,1.3401,0.1598,False
0.006,0.25,0.5,70,-0.365,0.4276,0.2042,False
0.006,0.25,0.5,71,-0.3069,0.4699,0.1466,False
0.006,0.25,0.8,42,0.4006,0.5833,0.309,False
0.006,0.25,0.8,43,0.0639,0.6854,0.3105,False
0.006,0.25,0.8,44,1.8783,2.6545,1.7634,False
0.006,0.25,0.8,45,0.47,0.9166,-0.1536,False
0.006,0.25,0.8,46,0.3626,1.3223,0.3888,False
0.006,0.25,0.8,47,0.5023,1.3182,0.3131,False
0.006,0.25,0.8,48,0.3745,0.6013,-0.2596,False
0.006,0.25,0.8,49,0.4037,1.4353,0.9339,False
0.006,0.25,0.8,50,0.6688,1.0454,-0.1193,False
0.006,0.25,0.8,51,0.4264,1.5939,0.2522,False
0.006,0.25,0.8,52,0.3853,2.5531,2.6772,False
0.006,0.25,0.8,53,-0.4809,0.4902,-0.2173,True
0.006,0.25,0.8,54,0.2147,0.6146,0.2424,False
0.006,0.25,0.8,55,0.6572,1.1572,-0.059,False
0.006,0.25,0.8,56,0.8161,1.2971,-0.0066,False
0.006,0.25,0.8,57,1.4759,2.3414,0.5176,False
0.006,0.25,0.8,58,0.0214,1.1177,1.2063,False
0.006,0.25,0.8,59,0.2727,1.1642,0.694,False
0.006,0.25,0.8,60,1.0721,0.6612,-0.2349,False
0.006,0.25,0.8,61,-0.4151,0.0846,-0.348,True
0.006,0.25,0.8,62,0.5796,1.1771,-0.1082,False
0.006,0.25,0.8,63,0.4981,1.7842,0.1997,False
0.006,0.25,0.8,64,-0.5376,0.1671,-0.4001,True
0.006,0.25,0.8,65,0.3211,0.7887,0.3088,False
0.006,0.25,0.8,66,1.5948,1.5847,0.6433,False
0.006,0.25,0.8,67,-0.697,0.0917,-0.4542,True
0.006,0.25,0.8,68,0.2119,0.6319,0.4832,False
0.006,0.25,0.8,69,0.882,1.3341,0.1581,False
0.006,0.25,0.8,70,-0.3645,0.4251,0.2002,False
0.006,0.25,0.8,71,-0.3059,0.4688,0.1442,False
0.006,0.25,1.2,42,0.3977,0.5804,0.3024,False
0.006,0.25,1.2,43,0.0627,0.6806,0.3055,False
0.006,0.25,1.2,44,1.8639,2.6363,1.7431,False
0.006,0.25,1.2,45,0.4705,0.9153,-0.1523,False
0.006,0.25,1.2,46,0.3599,1.3104,0.3819,False
0.006,0.25,1.2,47,0.4979,1.3083,0.3101,False
0.006,0.25,1.2,48,0.3709,0.5975,-0.2599,False
0.006,0.25,1.2,49,0.4001,1.424,0.9232,False
0.006,0.25,1.2,50,0.6637,1.0393,-0.1199,False
0.006,0.25,1.2,51,0.4248,1.5852,0.2498,False
0.006,0.25,1.2,52,0.3833,2.5353,2.646,False
0.006,0.25,1.2,53,-0.4801,0.486,-0.2182,True
0.006,0.25,1.2,54,0.2124,0.6112,0.2382,False
0.006,0.25,1.2,55,0.652,1.1483,-0.0604,False
0.006,0.25,1.2,56,0.8121,1.2891,-0.0069,False
0.006,0.25,1.2,57,1.4682,2.3289,0.5144,False
0.006,0.25,1.2,58,0.0209,1.1106,1.1921,False
0.006,0.25,1.2,59,0.2715,1.158,0.6877,False
0.006,0.25,1.2,60,1.0587,0.656,-0.2361,False
0.006,0.25,1.2,61,-0.4139,0.085,-0.3472,True
0.006,0.25,1.2,62,0.5751,1.1677,-0.1092,False
0.006,0.25,1.2,63,0.4956,1.7723,0.1976,False
0.006,0.25,1.2,64,-0.5359,0.1667,-0.3992,True
0.006,0.25,1.2,65,0.3175,0.7824,0.304,False
0.006,0.25,1.2,66,1.5844,1.5769,0.6399,False
0.006,0.25,1.2,67,-0.6964,0.0895,-0.4543,True
0.006,0.25,1.2,68,0.21,0.6273,0.4763,False
0.006,0.25,1.2,69,0.877,1.3261,0.1559,False
0.006,0.25,1.2,70,-0.3639,0.4218,0.1949,False
0.006,0.25,1.2,71,-0.3047,0.4673,0.141,False
0.006,0.25,2.0,42,0.3919,0.5746,0.2897,False
0.006,0.25,2.0,43,0.0603,0.6712,0.2957,False
0.006,0.25,2.0,44,1.8355,2.6005,1.7033,False
0.006,0.25,2.0,45,0.4714,0.9126,-0.1497,False
0.006,0.25,2.0,46,0.3547,1.2872,0.3685,False
0.006,0.25,2.0,47,0.4894,1.2889,0.3042,False
0.006,0.25,2.0,48,0.3638,0.5902,-0.2604,False
0.006,0.25,2.0,49,0.393,1.4015,0.9021,False
0.006,0.25,2.0,50,0.6537,1.0273,-0.1212,False
0.006,0.25,2.0,51,0.4216,1.5682,0.245,False
0.006,0.25,2.0,52,0.3793,2.5003,2.5851,False
0.006,0.25,2.0,53,-0.4787,0.4778,-0.2198,True
0.006,0.25,2.0,54,0.208,0.6045,0.23,False
0.006,0.25,2.0,55,0.6416,1.1308,-0.0632,False
0.006,0.25,2.0,56,0.8042,1.2732,-0.0074,False
0.006,0.25,2.0,57,1.453,2.3042,0.5082,False
0.006,0.25,2.0,58,0.0199,1.0968,1.1643,False
0.006,0.25,2.0,59,0.2691,1.1458,0.6753,False
0.006,0.25,2.0,60,1.0325,0.6458,-0.2386,False
0.006,0.25,2.0,61,-0.4113,0.0857,-0.3458,True
0.006,0.25,2.0,62,0.5661,1.1492,-0.1112,False
0.006,0.25,2.0,63,0.4908,1.7489,0.1935,False
0.006,0.25,2.0,64,-0.5325,0.1658,-0.3973,True
0.006,0.25,2.0,65,0.3102,0.7699,0.2945,False
0.006,0.25,2.0,66,1.564,1.5615,0.6332,False
0.006,0.25,2.0,67,-0.6952,0.0853,-0.4544,True
0.006,0.25,2.0,68,0.2063,0.6183,0.4627,False
0.006,0.25,2.0,69,0.8671,1.3105,0.1514,False
0.006,0.25,2.0,70,-0.3627,0.4153,0.1845,False
0.006,0.25,2.0,71,-0.3022,0.4644,0.1347,False
0.006,0.25,3.0,42,0.3849,0.5675,0.2742,False
0.006,0.25,3.0,43,0.0573,0.6597,0.2838,False
0.006,0.25,3.0,44,1.801,2.5569,1.6554,False
0.006,0.25,3.0,45,0.4727,0.9095,-0.1464,False
0.006,0.25,3.0,46,0.3483,1.259,0.3521,False
0.006,0.25,3.0,47,0.4791,1.2654,0.297,False
0.006,0.25,3.0,48,0.3551,0.5812,-0.2611,False
0.006,0.25,3.0,49,0.3843,1.3742,0.8765,False
0.006,0.25,3.0,50,0.6416,1.0127,-0.1228,False
0.006,0.25,3.0,51,0.4178,1.5474,0.2393,False
0.006,0.25,3.0,52,0.3743,2.4574,2.5117,False
0.006,0.25,3.0,53,-0.4769,0.4678,-0.2217,True
0.006,0.25,3.0,54,0.2025,0.5963,0.22,False
0.006,0.25,3.0,55,0.6289,1.1094,-0.0666,False
0.006,0.25,3.0,56,0.7944,1.2539,-0.008,False
0.006,0.25,3.0,57,1.4342,2.2738,0.5004,False
0.006,0.25,3.0,58,0.0187,1.0798,1.1309,False
0.006,0.25,3.0,59,0.2662,1.1309,0.6602,False
0.006,0.25,3.0,60,1.0008,0.6333,-0.2416,False
0.006,0.25,3.0,61,-0.4082,0.0867,-0.344,True
0.006,0.25,3.0,62,0.555,1.1267,-0.1137,False
0.006,0.25,3.0,63,0.4849,1.7202,0.1884,False
0.006,0.25,3.0,64,-0.5281,0.1648,-0.3949,True
0.006,0.25,3.0,65,0.3013,0.7546,0.2829,False
0.006,0.25,3.0,66,1.539,1.5426,0.625,False
0.006,0.25,3.0,67,-0.6936,0.0801,-0.4546,True
0.006,0.25,3.0,68,0.2018,0.6073,0.4462,False
0.006,0.25,3.0,69,0.8549,1.2912,0.146,False
0.006,0.25,3.0,70,-0.3611,0.4074,0.172,False
0.006,0.25,3.0,71,-0.2991,0.461,0.1271,False
0.006,0.35,0.5,42,0.4046,0.5753,0.3165,False
0.006,0.35,0.5,43,0.0657,0.6927,0.322,False
0.006,0.35,0.5,44,1.8934,2.6468,1.7885,False
0.006,0.35,0.5,45,0.4628,0.9174,-0.156,False
0.006,0.35,0.5,46,0.3687,1.343,0.4067,False
0.006,0.35,0.5,47,0.4963,1.3093,0.3128,False
0.006,0.35,0.5,48,0.3792,0.6112,-0.2611,False
0.006,0.35,0.5,49,0.4126,1.4673,0.9501,False
0.006,0.35,0.5,50,0.6783,1.0532,-0.1162,False
0.006,0.35,0.5,51,0.4196,1.5732,0.2506,False
0.006,0.35,0.5,52,0.3838,2.5872,2.7192,False
0.006,0.35,0.5,53,-0.4838,0.4894,-0.2194,True
0.006,0.35,0.5,54,0.2192,0.6216,0.2443,False
0.006,0.35,0.5,55,0.6588,1.1587,-0.0649,False
0.006,0.35,0.5,56,0.8197,1.3111,-0.0021,False
0.006,0.35,0.5,57,1.4795,2.3437,0.519,False
0.006,0.35,0.5,58,0.0215,1.1237,1.2215,False
0.006,0.35,0.5,59,0.2735,1.1763,0.7049,False
0.006,0.35,0.5,60,1.0921,0.6791,-0.2341,False
0.006,0.35,0.5,61,-0.4189,0.0854,-0.3512,True
0.006,0.35,0.5,62,0.575,1.1884,-0.1063,False
0.006,0.35,0.5,63,0.5001,1.8026,0.2026,False
0.006,0.35,0.5,64,-0.5402,0.1665,-0.4048,True
0.006,0.35,0.5,65,0.3276,0.8125,0.3204,False
0.006,0.35,0.5,66,1.6011,1.5897,0.643,False
0.006,0.35,0.5,67,-0.6961,0.1025,-0.4497,True
0.006,0.35,0.5,68,0.2117,0.6277,0.4833,False
0.006,0.35,0.5,69,0.89,1.3571,0.1605,False
0.006,0.35,0.5,70,-0.3628,0.4302,0.2033,False
0.006,0.35,0.5,71,-0.3056,0.4807,0.1514,False
0.006,0.35,0.8,42,0.4025,0.5733,0.312,False
0.006,0.35,0.8,43,0.0648,0.6894,0.3185,False
0.006,0.35,0.8,44,1.8835,2.6344,1.7743,False
0.006,0.35,0.8,45,0.4632,0.9164,-0.1552,False
0.006,0.35,0.8,46,0.3668,1.3348,0.4019,False
0.006,0.35,0.8,47,0.4935,1.3027,0.3107,False
0.006,0.35,0.8,48,0.3767,0.6086,-0.2613,False
0.006,0.35,0.8,49,0.4101,1.4593,0.9426,False
0.006,0.35,0.8,50,0.6747,1.049,-0.1167,False
0.006,0.35,0.8,51,0.4185,1.5675,0.249,False
0.006,0.35,0.8,52,0.3824,2.5749,2.6973,False
0.006,0.35,0.8,53,-0.4833,0.4865,-0.22,True
0.006,0.35,0.8,54,0.2177,0.6192,0.2414,False
0.006,0.35,0.8,55,0.6552,1.1526,-0.0658,False
0.006,0.35,0.8,56,0.8169,1.3055,-0.0023,False
0.006,0.35,0.8,57,1.4742,2.3351,0.5168,False
0.006,0.35,0.8,58,0.0211,1.1188,1.2116,False
0.006,0.35,0.8,59,0.2726,1.172,0.7005,False
0.006,0.35,0.8,60,1.0828,0.6755,-0.2349,False
0.006,0.35,0.8,61,-0.418,0.0856,-0.3507,True
0.006,0.35,0.8,62,0.5719,1.1819,-0.107,False
0.006,0.35,0.8,63,0.4984,1.7944,0.2012,False
0.006,0.35,0.8,64,-0.539,0.1661,-0.4041,True
0.006,0.35,0.8,65,0.3251,0.8081,0.3171,False
0.006,0.35,0.8,66,1.5939,1.5843,0.6407,False
0.006,0.35,0.8,67,-0.6956,0.101,-0.4498,True
0.006,0.35,0.8,68,0.2104,0.6246,0.4786,False
0.006,0.35,0.8,69,0.8866,1.3516,0.159,False
0.006,0.35,0.8,70,-0.3624,0.4279,0.1996,False
0.006,0.35,0.8,71,-0.3048,0.4796,0.1492,False
0.006,0.35,1.2,42,0.3998,0.5707,0.306,False
0.006,0.35,1.2,43,0.0637,0.6851,0.3139,False
0.006,0.35,1.2,44,1.8703,2.6181,1.7556,False
0.006,0.35,1.2,45,0.4636,0.9152,-0.154,False
0.006,0.35,1.2,46,0.3644,1.3239,0.3955,False
0.006,0.35,1.2,47,0.4897,1.2939,0.308,False
0.006,0.35,1.2,48,0.3734,0.6052,-0.2616,False
0.006,0.35,1.2,49,0.4068,1.4487,0.9328,False
0.006,0.35,1.2,50,0.6701,1.0434,-0.1173,False
0.006,0.35,1.2,51,0.4171,1.5598,0.2468,False
0.006,0.35,1.2,52,0.3805,2.5586,2.6685,False
0.006,0.35,1.2,53,-0.4827,0.4827,-0.2207,True
0.006,0.35,1.2,54,0.2156,0.6161,0.2376,False
0.006,0.35,1.2,55,0.6504,1.1445,-0.0671,False
0.006,0.35,1.2,56,0.8133,1.2982,-0.0025,False
0.006,0.35,1.2,57,1.4672,2.3237,0.5139,False
0.006,0.35,1.2,58,0.0206,1.1123,1.1985,False
0.006,0.35,1.2,59,0.2715,1.1663,0.6947,False
0.006,0.35,1.2,60,1.0704,0.6706,-0.2361,False
0.006,0.35,1.2,61,-0.4169,0.086,-0.35,True
0.006,0.35,1.2,62,0.5678,1.1733,-0.108,False
0.006,0.35,1.2,63,0.4962,1.7835,0.1993,False
0.006,0.35,1.2,64,-0.5375,0.1657,-0.4033,True
0.006,0.35,1.2,65,0.3218,0.8021,0.3126,False
0.006,0.35,1.2,66,1.5844,1.5772,0.6376,False
0.006,0.35,1.2,67,-0.6951,0.099,-0.4499,True
0.006,0.35,1.2,68,0.2087,0.6205,0.4724,False
0.006,0.35,1.2,69,0.882,1.3443,0.157,False
0.006,0.35,1.2,70,-0.3619,0.4249,0.1948,False
0.006,0.35,1.2,71,-0.3037,0.4781,0.1462,False
0.006,0.35,2.0,42,0.3945,0.5655,0.2942,False
0.006,0.35,2.0,43,0.0616,0.6765,0.3048,False
0.006,0.35,2.0,44,1.8445,2.5858,1.7191,False
0.006,0.35,2.0,45,0.4645,0.9127,-0.1516,False
0.006,0.35,2.0,46,0.3595,1.3025,0.3829,False
0.006,0.35,2.0,47,0.4822,1.2767,0.3027,False
0.006,0.35,2.0,48,0.3669,0.5984,-0.262,False
0.006,0.35,2.0,49,0.4003,1.4279,0.9135,False
0.006,0.35,2.0,50,0.6609,1.0325,-0.1185,False
0.006,0.35,2.0,51,0.4143,1.5448,0.2426,False
0.006,0.35,2.0,52,0.3769,2.5265,2.6123,False
0.006,0.35,2.0,53,-0.4813,0.4752,-0.2222,True
0.006,0.35,2.0,54,0.2115,0.6098,0.2301,False
0.006,0.35,2.0,55,0.6409,1.1286,-0.0696,False
0.006,0.35,2.0,56,0.806,1.2837,-0.0031,False
0.006,0.35,2.0,57,1.4533,2.3013,0.5082,False
0.006,0.35,2.0,58,0.0197,1.0996,1.1729,False
0.006,0.35,2.0,59,0.2693,1.1549,0.6832,False
0.006,0.35,2.0,60,1.0463,0.6611,-0.2383,False
0.006,0.35,2.0,61,-0.4146,0.0867,-0.3487,True
0.006,0.35,2.0,62,0.5597,1.1564,-0.1098,False
0.006,0.35,2.0,63,0.4919,1.762,0.1955,False
0.006,0.35,2.0,64,-0.5344,0.1648,-0.4016,True
0.006,0.35,2.0,65,0.3151,0.7905,0.3039,False
0.006,0.35,2.0,66,1.5656,1.5632,0.6314,False
0.006,0.35,2.0,67,-0.694,0.095,-0.4501,True
0.006,0.35,2.0,68,0.2053,0.6124,0.4601,False
0.006,0.35,2.0,69,0.8729,1.3298,0.1529,False
0.006,0.35,2.0,70,-0.3607,0.4189,0.1854,False
0.006,0.35,2.0,71,-0.3014,0.4753,0.1405,False
0.006,0.35,3.0,42,0.3879,0.5591,0.2799,False
0.006,0.35,3.0,43,0.0589,0.666,0.2938,False
0.006,0.35,3.0,44,1.8129,2.5464,1.6749,False
0.006,0.35,3.0,45,0.4657,0.9098,-0.1486,False
0.006,0.35,3.0,46,0.3536,1.2764,0.3676,False
0.006,0.35,3.0,47,0.473,1.2558,0.2963,False
0.006,0.35,3.0,48,0.359,0.5901,-0.2626,False
0.006,0.35,3.0,49,0.3923,1.4023,0.8899,False
0.006,0.35,3.0,50,0.6497,1.0192,-0.12,False
0.006,0.35,3.0,51,0.4109,1.5264,0.2373,False
0.006,0.35,3.0,52,0.3723,2.4872,2.5443,False
0.006,0.35,3.0,53,-0.4797,0.466,-0.2239,True
0.006,0.35,3.0,54,0.2065,0.6022,0.221,False
0.006,0.35,3.0,55,0.6293,1.109,-0.0726,False
0.006,0.35,3.0,56,0.7972,1.266,-0.0037,False
0.006,0.35,3.0,57,1.4362,2.2737,0.5011,False
0.006,0.35,3.0,58,0.0186,1.084,1.1419,False
0.006,0.35,3.0,59,0.2665,1.141,0.6693,False
0.006,0.35,3.0,60,1.0171,0.6494,-0.241,False
0.006,0.35,3.0,61,-0.4117,0.0875,-0.347,True
0.006,0.35,3.0,62,0.5498,1.1357,-0.1121,False
0.006,0.35,3.0,63,0.4865,1.7357,0.1908,False
0.006,0.35,3.0,64,-0.5305,0.1637,-0.3995,True
0.006,0.35,3.0,65,0.307,0.7761,0.2931,False
0.006,0.35,3.0,66,1.5426,1.5459,0.6239,False
0.006,0.35,3.0,67,-0.6926,0.0902,-0.4503,True
0.006,0.35,3.0,68,0.2012,0.6025,0.4451,False
0.006,0.35,3.0,69,0.8618,1.312,0.1479,False
0.006,0.35,3.0,70,-0.3593,0.4116,0.174,False
0.006,0.35,3.0,71,-0.2986,0.472,0.1335,False
0.006,0.4,0.5,42,0.4055,0.5698,0.3179,False
0.006,0.4,0.5,43,0.0661,0.6948,0.3262,False
0.006,0.4,0.5,44,1.8956,2.6351,1.7936,False
0.006,0.4,0.5,45,0.4591,0.9172,-0.1568,False
0.006,0.4,0.5,46,0.3709,1.3494,0.4138,False
0.006,0.4,0.5,47,0.4913,1.3004,0.3113,False
0.006,0.4,0.5,48,0.3803,0.6151,-0.2621,False
0.006,0.4,0.5,49,0.416,1.4802,0.9544,False
0.006,0.4,0.5,50,0.6813,1.0549,-0.1148,False
0.006,0.4,0.5,51,0.4152,1.5585,0.2488,False
0.006,0.4,0.5,52,0.3821,2.5985,2.729,False
0.006,0.4,0.5,53,-0.4851,0.4872,-0.2209,True
0.006,0.4,0.5,54,0.2208,0.624,0.2436,False
0.006,0.4,0.5,55,0.6575,1.1558,-0.0687,False
0.006,0.4,0.5,56,0.82,1.3153,0.0003,False
0.006,0.4,0.5,57,1.4782,2.3397,0.5184,False
0.006,0.4,0.5,58,0.0213,1.124,1.2238,False
0.006,0.4,0.5,59,0.2734,1.1804,0.7081,False
0.006,0.4,0.5,60,1.0974,0.6868,-0.2342,False
0.006,0.4,0.5,61,-0.4204,0.086,-0.3527,True
0.006,0.4,0.5,62,0.5705,1.1906,-0.1058,False
0.006,0.4,0.5,63,0.5002,1.8076,0.2033,False
0.006,0.4,0.5,64,-0.5408,0.166,-0.4069,True
0.006,0.4,0.5,65,0.3296,0.823,0.3248,False
0.006,0.4,0.5,66,1.6002,1.5892,0.6414,False
0.006,0.4,0.5,67,-0.6953,0.1075,-0.4473,True
0.006,0.4,0.5,68,0.2107,0.6235,0.4805,False
0.006,0.4,0.5,69,0.8923,1.3665,0.1609,False
0.006,0.4,0.5,70,-0.3616,0.4316,0.2028,False
0.006,0.4,0.5,71,-0.3049,0.4866,0.1539,False
0.006,0.4,0.8,42,0.4035,0.5679,0.3135,False
0.006,0.4,0.8,43,0.0653,0.6916,0.3228,False
0.006,0.4,0.8,44,1.8862,2.6234,1.78,False
0.006,0.4,0.8,45,0.4594,0.9163,-0.156,False
0.006,0.4,0.8,46,0.3692,1.3415,0.4091,False
0.006,0.4,0.8,47,0.4886,1.2942,0.3093,False
0.006,0.4,0.8,48,0.3779,0.6126,-0.2623,False
0.006,0.4,0.8,49,0.4136,1.4725,0.9473,False
0.006,0.4,0.8,50,0.6779,1.0509,-0.1152,False
0.006,0.4,0.8,51,0.4142,1.553,0.2472,False
0.006,0.4,0.8,52,0.3808,2.5867,2.708,False
0.006,0.4,0.8,53,-0.4846,0.4845,-0.2214,True
0.006,0.4,0.8,54,0.2193,0.6217,0.2409,False
0.006,0.4,0.8,55,0.6541,1.15,-0.0696,False
0.006,0.4,0.8,56,0.8173,1.31,0.0001,False
0.006,0.4,0.8,57,1.4732,2.3315,0.5164,False
0.006,0.4,0.8,58,0.0209,1.1193,1.2143,False
0.006,0.4,0.8,59,0.2726,1.1762,0.7039,False
0.006,0.4,0.8,60,1.0884,0.6833,-0.235,False
0.006,0.4,0.8,61,-0.4196,0.0862,-0.3522,True
0.006,0.4,0.8,62,0.5676,1.1844,-0.1064,False
0.006,0.4,0.8,63,0.4986,1.7998,0.2019,False
0.006,0.4,0.8,64,-0.5397,0.1656,-0.4063,True
0.006,0.4,0.8,65,0.3272,0.8187,0.3215,False
0.006,0.4,0.8,66,1.5933,1.5841,0.6392,False
0.006,0.4,0.8,67,-0.6949,0.1061,-0.4474,True
0.006,0.4,0.8,68,0.2095,0.6206,0.4761,False
0.006,0.4,0.8,69,0.889,1.3612,0.1595,False
0.006,0.4,0.8,70,-0.3612,0.4294,0.1993,False
0.006,0.4,0.8,71,-0.3041,0.4855,0.1518,False
0.006,0.4,1.2,42,0.4009,0.5654,0.3078,False
0.006,0.4,1.2,43,0.0643,0.6874,0.3184,False
0.006,0.4,1.2,44,1.8736,2.6079,1.7622,False
0.006,0.4,1.2,45,0.4599,0.9151,-0.1549,False
0.006,0.4,1.2,46,0.3668,1.3311,0.4029,False
0.006,0.4,1.2,47,0.4851,1.286,0.3068,False
0.006,0.4,1.2,48,0.3747,0.6093,-0.2625,False
0.006,0.4,1.2,49,0.4105,1.4623,0.9379,False
0.006,0.4,1.2,50,0.6735,1.0456,-0.1158,False
0.006,0.4,1.2,51,0.4129,1.5459,0.2452,False
0.006,0.4,1.2,52,0.379,2.5712,2.6805,False
0.006,0.4,1.2,53,-0.484,0.4808,-0.2221,True
0.006,0.4,1.2,54,0.2173,0.6187,0.2372,False
0.006,0.4,1.2,55,0.6495,1.1423,-0.0707,False
0.006,0.4,1.2,56,0.8138,1.303,-0.0002,False
0.006,0.4,1.2,57,1.4665,2.3207,0.5136,False
0.006,0.4,1.2,58,0.0205,1.1132,1.2018,False
0.006,0.4,1.2,59,0.2715,1.1707,0.6984,False
0.006,0.4,1.2,60,1.0767,0.6786,-0.236,False
0.006,0.4,1.2,61,-0.4185,0.0865,-0.3515,True
0.006,0.4,1.2,62,0.5638,1.1762,-0.1073,False
0.006,0.4,1.2,63,0.4965,1.7894,0.2001,False
0.006,0.4,1.2,64,-0.5383,0.1651,-0.4055,True
0.006,0.4,1.2,65,0.324,0.813,0.3173,False
0.006,0.4,1.2,66,1.5842,1.5773,0.6363,False
0.006,0.4,1.2,67,-0.6944,0.1041,-0.4475,True
0.006,0.4,1.2,68,0.2079,0.6167,0.4701,False
0.006,0.4,1.2,69,0.8847,1.3541,0.1575,False
0.006,0.4,1.2,70,-0.3607,0.4265,0.1947,False
0.006,0.4,1.2,71,-0.3031,0.4841,0.149,False
0.006,0.4,2.0,42,0.3958,0.5605,0.2965,False
0.006,0.4,2.0,43,0.0622,0.6792,0.3098,False
0.006,0.4,2.0,44,1.849,2.5773,1.7273,False
0.006,0.4,2.0,45,0.4608,0.9128,-0.1526,False
0.006,0.4,2.0,46,0.3621,1.3106,0.3908,False
0.006,0.4,2.0,47,0.4781,1.2698,0.3018,False
0.006,0.4,2.0,48,0.3686,0.6028,-0.2629,False
0.006,0.4,2.0,49,0.4042,1.4421,0.9194,False
0.006,0.4,2.0,50,0.6647,1.0352,-0.117,False
0.006,0.4,2.0,51,0.4102,1.5318,0.2411,False
0.006,0.4,2.0,52,0.3755,2.5405,2.6265,False
0.006,0.4,2.0,53,-0.4828,0.4736,-0.2235,True
0.006,0.4,2.0,54,0.2134,0.6127,0.2301,False
0.006,0.4,2.0,55,0.6404,1.1271,-0.0731,False
0.006,0.4,2.0,56,0.8069,1.2892,-0.0007,False
0.006,0.4,2.0,57,1.4533,2.2994,0.5081,False
0.006,0.4,2.0,58,0.0196,1.101,1.1773,False
0.006,0.4,2.0,59,0.2693,1.1598,0.6874,False
0.006,0.4,2.0,60,1.0536,0.6694,-0.2382,False
0.006,0.4,2.0,61,-0.4163,0.0872,-0.3503,True
0.006,0.4,2.0,62,0.5562,1.1601,-0.1091,False
0.006,0.4,2.0,63,0.4924,1.7689,0.1965,False
0.006,0.4,2.0,64,-0.5353,0.1642,-0.4039,True
